data,id_campanha,campanha,canal,objetivo,plataforma,pais,regiao,origem_trafego,impressoes,cliques,investimento,receita,leads,leads_qualificados,clientes,emails_enviados,emails_abertos,emails_cliques,dispositivo,tipo_usuario
25/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sudeste,Google,70792,1214,1156.6,34894.95,216,129,142,15267,9581,4515,Desktop,Returning
27/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Sudeste,Google,77322,3764,2705.2,32347.92,750,505,246,9983,636,373,,Returning
06/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Centro-Oeste,Facebook,116192,3596,5315.13,43898.27,930,353,132,12678,5279,5096,tablet,
26/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,Sul,YouTube,84305,4439,1388.6,201670.28,526,278,496,47710,16766,4112,desktop,new
30/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,sudeste,YouTube,115708,5586,2241.19,59911.08,1195,656,635,5242,4217,80,Mobile,Returning
21/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,,Meta,102123,3087,4796.17,14432.71,960,511,109,48482,33793,32839,tablet,new
07/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Sudeste,YouTube,67451,1504,4492.62,32581.34,436,310,136,36057,13854,3872,tablet,Returning
17/04/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Sul,Meta,95575,1649,4506.25,29529.02,179,112,179,39773,9187,7226,mobile,new
31/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Nordeste,Meta,11083,370,5389.61,3674.8,83,34,15,15635,671,231,Desktop,
20/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Facebook,47676,1380,2116.16,10698.44,358,145,55,19617,4608,3714,tablet,new
10/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,sudeste,Google,79716,3542,1002.19,24236.6,608,388,166,40574,7396,7338,Mobile,returning
29/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Centro-Oeste,YouTube,82066,4732,4009.29,123379.2,666,260,567,40802,40077,14379,mobile,Returning
20/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Sul,Facebook,16109,769,2284.62,6470.78,65,37,35,49777,38985,38440,Mobile,Returning
26/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,,Instagram,57635,727,1735.12,24597.46,217,168,99,45358,35518,31212,Mobile,
07/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Sudeste,Google,32588,1871,2720.86,54214.23,640,257,215,22113,11136,2819,Desktop,
07/05/2025,CAMP005,Remarketing,Display,Conversão,Google,br,,Email,88161,3767,1961.3,61467.4,1101,309,381,47728,690,527,desktop,New
01/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,sudeste,Email,82256,3661,687.52,18565.06,514,269,154,37948,37030,27007,mobile,new
02/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,Google,107674,4488,1209.37,51100.22,1303,506,533,13674,10326,5969,tablet,
04/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,,Meta,107572,2289,5366.75,15430.83,573,253,172,42340,40775,9784,desktop,Returning
14/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Sudeste,Facebook,103848,5248,1220.6,23030.09,1432,1079,542,48599,35476,11528,mobile,Returning
14/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sul,Meta,29783,1478,621.02,14964.41,453,293,175,16185,9024,1461,mobile,New
17/06/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,Centro-Oeste,Google,66394,1199,5890.62,17186.41,312,110,91,40973,28072,16006,,returning
21/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Nordeste,Google,109988,2889,6317.25,61582.56,902,506,269,43722,29048,19669,mobile,New
29/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,sudeste,Email,45794,1641,2217.44,53046.15,426,116,128,36052,17973,12047,tablet,new
28/04/2025,CAMP007,YouTube Ads,socia,Aquisição,Google,brazil,Sudeste,Facebook,90603,3221,,24309.02,1032,581,323,2728,2307,1996,,
22/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,sudeste,Instagram,42405,1203,4231.79,16724.28,379,166,88,2004,46,45,Mobile,New
07/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Sudeste,Instagram,104588,1275,6103.44,6764.1,313,161,31,34126,33617,7498,,new
15/03/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Centro-Oeste,Email,43619,2539,3915.45,42213.23,667,318,157,4235,2131,1100,,returning
14/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Centro-Oeste,Facebook,19439,209,3669.05,1017.27,47,33,5,31413,502,315,,New
19/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Sul,Instagram,25156,1614,6060.79,9654.6,455,339,118,47127,2768,1206,,Returning
17/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,Sul,Meta,92897,2551,3730.56,69520.77,704,400,272,15123,11748,1079,mobile,New
26/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Centro-Oeste,Meta,6212,156,1155.1,4081.48,17,8,13,35108,26797,14805,,New
21/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,,Google,71062,896,6095.13,25103.23,309,166,90,32218,11704,9996,tablet,
12/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,,YouTube,N/A,3759,4909.96,69752.94,1247,745,305,42787,9255,1709,tablet,
01/01/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Sudeste,Meta,60186,1385,3982.74,63209.41,186,61,159,39712,38031,20478,tablet,Returning
11/04/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,sudeste,Google,92710,4543,1781.65,41376.89,637,179,475,21704,1892,1082,tablet,returning
18/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,Nordeste,YouTube,60184,2337,3685.25,77828.48,773,271,210,11051,8216,6739,,
24/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,,Meta,17288,342,5474.79,8886.23,65,24,37,5023,716,255,tablet,Returning
11/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Centro-Oeste,Instagram,103536,2304,3403.11,29731.75,539,255,236,28114,11882,889,mobile,Returning
18/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,sudeste,Instagram,99409,3232,2040.74,108449.61,936,619,382,22392,13262,5229,,Returning
14/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sudeste,Facebook,9261,468,3404.91,2990.09,99,64,21,24697,23406,4975,desktop,Returning
04/02/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Sul,Email,59555,3519,2684.34,91818.45,669,286,415,36798,8524,8107,mobile,Returning
07/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Sul,Google,89106,3442,,11263.01,907,287,69,47835,42464,22923,Desktop,returning
24/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,,Google,22140,1152,5368.44,12637.17,277,120,37,9630,444,206,mobile,new
22/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,YouTube,25637,1654,4363.24,31805.27,208,61,161,42509,25218,4350,desktop,New
24/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,,Facebook,54907,3512,966.07,34046.34,933,543,383,8130,4829,3186,desktop,New
07/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,Centro-Oeste,Email,12548,352,,3439.55,104,61,32,40322,27167,18899,desktop,
08/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Nordeste,Google,88038,3990,1889.97,28992.13,445,178,155,28843,9046,7416,,New
19/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sudeste,Email,93284,6015,2719.5,15589.75,1814,545,265,46697,29176,14925,Desktop,returning
08/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Nordeste,Email,105854,2659,1877.22,86011.4,360,139,264,2384,307,161,tablet,returning
18/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,sudeste,Meta,15482,340,5194.34,1022.84,52,37,11,33779,29958,24208,Mobile,returning
02/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,,Instagram,66501,3586,3144.71,49869.06,711,221,155,11046,3083,2048,tablet,new
08/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Sul,Meta,41163,-50,1227.97,43282.14,106,54,106,8507,4857,3926,mobile,New
05/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sudeste,Instagram,9414,522,4020.51,5858.29,93,48,21,5027,3336,1649,desktop,new
05/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Nordeste,YouTube,24781,271,5627.99,6691.14,64,50,29,12228,770,73,mobile,Returning
17/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,,YouTube,78048,835,3987.82,12095.37,178,117,82,36343,12714,6185,Desktop,returning
16/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sul,Meta,76240,1662,3514.45,9644.17,415,130,62,8960,6078,3039,mobile,
20/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,sudeste,Email,51433,2693,6315.24,43889.5,710,202,212,13380,9877,1434,Mobile,
10/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Sul,Instagram,34317,1352,876.68,22061.66,393,177,0,23449,11260,2179,desktop,New
13/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Nordeste,Meta,26061,806,6263.68,9598.91,156,80,78,9245,442,320,Mobile,returning
29/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sudeste,Email,7939,475,1407.5,7033.64,56,40,56,22586,9308,1291,tablet,New
10/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,,Facebook,53926,3116,2277.3,26333.31,567,240,175,7044,3487,3287,desktop,new
14/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,sudeste,Facebook,108948,3394,,130626.1,700,511,325,8991,8592,5935,Mobile,Returning
11/02/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Centro-Oeste,Google,84164,4853,769.88,65492.6,846,468,170,39138,28757,4858,tablet,
06/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Sul,Email,79527,1784,796.14,19052.24,197,84,197,26921,19340,14901,tablet,
04/02/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,,Facebook,N/A,2965,4697.54,43935.69,435,347,294,27246,12807,1151,Mobile,Returning
08/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,Centro-Oeste,Google,65011,1705,3990.49,32108.07,511,145,132,15026,4038,1052,Desktop,New
05/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,Centro-Oeste,Instagram,73232,3127,1583.6,9297.49,860,598,327,21092,15932,8953,tablet,New
19/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Sudeste,YouTube,95787,1153,5047.9,14643.58,284,171,40,37648,5932,1894,,
01/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sudeste,Facebook,N/A,5949,4965.22,248033.03,1466,1161,709,37665,34937,13563,Mobile,Returning
01/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,,Email,89787,1388,1458.57,28062.21,135,95,122,27091,24468,14179,tablet,New
04/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,sudeste,Instagram,79311,1402,4010.54,19303.69,174,55,70,22209,6516,416,tablet,returning
14/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Centro-Oeste,Instagram,86481,3395,2164.57,21278.58,758,211,121,43687,21976,591,Mobile,Returning
18/06/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Sul,Meta,42211,2414,549.15,36037.14,642,375,157,35033,12938,11159,tablet,
25/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,Nordeste,Facebook,10974,621,3271.12,10703.66,105,60,26,8045,279,18,mobile,returning
12/04/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Nordeste,YouTube,113199,3808,6225.91,99868.92,1262,720,400,42628,40581,23092,desktop,new
13/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BRA,sudeste,YouTube,100022,5203,6215.79,188240.36,863,294,493,37575,24260,22483,desktop,New
17/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Nordeste,Facebook,23298,1495,977.56,10338.16,356,101,70,7683,5837,3052,Desktop,returning
14/02/2025,CAMP005,Remarketing,Display,Conversão,Google,brasil,Sul,Email,8688,338,3881.83,2363.92,116,48,14,33849,16078,6999,mobile,new
12/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Meta,91103,5697,6259.88,108994.46,871,602,389,35269,16498,4406,Desktop,Returning
03/04/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Centro-Oeste,Google,60261,774,4300.72,25927.37,64,24,64,22518,17059,4267,,New
13/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BRA,Sul,YouTube,7419,397,6126.21,16122.51,62,26,43,32110,9664,258,Mobile,
06/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Sudeste,Email,63268,925,6298.12,18902.22,294,146,84,45070,15595,5679,Mobile,returning
15/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Sudeste,Email,15564,15564,5190.9,5182.66,29,15,17,15298,13827,6676,desktop,new
18/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,,Instagram,13484,523,1015.19,9544.29,108,79,34,4869,2794,1255,,Returning
21/06/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Sudeste,Email,8823,530,4266.13,2866.32,100,62,13,7718,1731,26,Desktop,new
26/02/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,sudeste,YouTube,86015,4571,652.83,51384.69,753,271,209,14864,1525,989,desktop,New
12/02/2025,CAMP005,Remarketing,Display,Conversão,Google,br,Sudeste,Google,28284,504,540.8,4294.78,144,106,27,5656,2110,1334,tablet,returning
05/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Sudeste,YouTube,80010,4000,4312.13,25879.62,1321,378,312,8232,5614,3337,desktop,new
15/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRAZIL,Sul,Instagram,79387,2307,2839.48,31276.64,746,348,222,44417,22554,12672,mobile,returning
26/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,,Facebook,73147,4062,2343.68,67643.58,797,404,402,25028,6560,2725,desktop,returning
18/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Nordeste,Meta,101730,4330,5402.45,76105.78,668,264,339,25673,5239,292,Desktop,
13/02/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Centro-Oeste,Instagram,39674,2489,861.83,38386.68,521,387,167,4849,1058,274,desktop,New
15/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Nordeste,Facebook,43428,786,5298.14,12865.22,91,47,32,13342,12239,11419,tablet,Returning
18/03/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Nordeste,Meta,10674,192,2289.45,4185.98,31,9,15,40713,2400,1705,desktop,Returning
27/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,Centro-Oeste,Meta,74072,2180,5950.79,10402.56,444,196,90,47008,32875,1626,Desktop,Returning
17/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sudeste,YouTube,78844,3968,555.55,37389.33,594,442,412,15167,916,897,Desktop,Returning
20/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Sudeste,Facebook,15360,705,4323.97,5834.16,85,58,26,35579,9032,7963,tablet,
04/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,,Instagram,93365,3045,3430.07,15599.91,366,112,62,44858,15295,14837,desktop,New
13/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Sudeste,Email,49645,1324,3273.41,4246.71,345,185,110,42881,13546,6805,tablet,
17/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,sudeste,YouTube,78616,4696,3264.34,45095.07,1054,672,487,43244,8776,4327,Desktop,Returning
22/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Nordeste,Instagram,54004,1773,252.29,13177.49,230,71,110,35319,13584,10399,Mobile,Returning
01/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,sudeste,Instagram,109505,3851,1789.98,89109.03,1339,840,479,30685,26637,2180,tablet,returning
19/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Sul,Email,86067,3899,3872.26,70108.87,919,402,348,27325,22597,1903,tablet,new
08/05/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Nordeste,Email,16698,524,3398.25,18838.17,47,24,47,2949,244,48,Mobile,Returning
05/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Instagram,50592,643,1327.37,4573.55,223,135,24,25240,21845,9228,,
23/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Centro-Oeste,Meta,91760,3109,5455.84,42970.05,940,609,344,34607,24578,9243,desktop,
24/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,,Instagram,71673,591,864.4,7409.2,100,45,66,35928,30552,15136,Mobile,Returning
23/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Sudeste,Meta,20619,282,5431.84,4960.32,60,15,12,10415,5718,2068,tablet,returning
25/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Sudeste,Email,14649,623,4201.32,14688.26,142,112,57,11679,10985,4861,Desktop,new
27/05/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Nordeste,Meta,47923,1823,4056.61,12292.18,223,128,57,2669,2538,1931,,New
29/06/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,,Email,107439,1244,2477.0,"R$ 36392,65",423,132,108,25918,7207,5292,tablet,Returning
25/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sul,Google,18280,432,183.81,11697.66,74,31,43,30119,15025,7145,desktop,New
02/06/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Sudeste,Instagram,67040,3064,4825.38,64724.28,300,94,236,3368,2869,531,Desktop,Returning
18/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,Sudeste,Facebook,14862,434,4974.23,6174.72,88,51,18,18997,3679,817,mobile,
05/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Centro-Oeste,Google,100740,4014,763.34,130362.89,1178,536,323,31175,16292,10225,mobile,New
17/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,,YouTube,54648,1690,,18286.08,558,280,134,38132,17861,13829,desktop,New
27/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,,Facebook,111034,1602,793.03,42564.29,347,240,113,9303,947,25,mobile,
16/04/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,,Meta,69236,2099,4610.35,46703.42,725,236,158,47353,46785,45320,tablet,Returning
26/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Instagram,58281,3547,858.62,61041.84,1238,508,167,34637,7741,5165,,New
21/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Email,38387,373,5779.84,3355.71,72,38,12,11529,1291,150,,
16/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sudeste,Instagram,38593,1922,5573.0,54336.8,175,80,154,39164,31541,3465,Desktop,new
08/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,,Email,55070,2071,3469.11,26482.78,235,83,198,11903,400,364,mobile,
27/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Centro-Oeste,Google,10212,548,415.57,6134.57,127,59,27,4691,3841,252,,
18/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,sudeste,Meta,10487,443,6186.26,6363.61,124,66,39,47253,2459,96,tablet,returning
14/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Nordeste,Meta,20419,784,349.15,8273.49,196,94,60,8292,7142,6000,Mobile,Returning
09/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Nordeste,Facebook,30772,790,1486.43,12421.64,114,63,66,29109,20754,4301,tablet,New
03/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Centro-Oeste,Facebook,65522,1825,1838.43,11911.62,160,107,52,47099,9945,910,mobile,new
15/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Nordeste,Meta,104445,1914,3067.72,68004.39,270,113,163,7655,6190,771,Desktop,new
14/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Centro-Oeste,YouTube,115234,6363,1121.82,114362.23,1218,891,454,21079,17101,642,Mobile,returning
27/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,Nordeste,YouTube,30362,892,3673.4,"R$ 12625,32",72,43,36,28621,12823,6994,Mobile,returning
02/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BRA,Nordeste,Facebook,15956,369,6038.78,8675.52,118,54,40,23889,15618,7170,Mobile,returning
14/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,Sul,Instagram,108187,1485,4531.27,19187.19,397,251,125,49621,32926,32269,Desktop,Returning
24/06/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Centro-Oeste,Meta,13733,366,1223.52,4808.33,42,20,14,26551,21392,2570,,New
13/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,,Google,19404,994,636.48,13511.87,341,206,59,4909,3420,2531,Mobile,new
06/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Centro-Oeste,YouTube,69973,2989,4128.18,66921.37,1021,517,225,22326,4597,4536,,returning
10/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,Nordeste,Email,78251,4154,2313.16,17813.03,533,357,175,33021,528,262,,returning
02/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sul,Facebook,75441,2991,5261.86,15637.92,763,495,126,4925,271,4,,new
11/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,,Meta,91130,1809,5291.43,28804.27,518,255,129,17568,8031,5563,,returning
25/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,sudeste,Google,15204,887,2581.47,9427.45,215,157,57,46301,32911,8559,Mobile,Returning
14/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,sudeste,Meta,32579,1348,4817.4,6485.89,149,82,45,10751,6907,1083,,
16/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Sudeste,Facebook,33767,1123,5629.28,9750.76,325,169,91,3994,1133,748,desktop,new
16/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sul,YouTube,103112,4437,5732.35,31357.69,1151,502,92,27365,25188,9814,mobile,returning
23/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,Centro-Oeste,YouTube,41355,1481,4511.99,4499.03,342,142,33,36285,17533,14228,Desktop,new
20/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Centro-Oeste,YouTube,8952,101,5843.23,1192.29,29,9,5,32876,14817,9086,mobile,
28/02/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Nordeste,Instagram,9820,551,5412.04,11872.8,72,45,33,32440,2415,1964,,New
11/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Nordeste,Email,13110,637,3714.11,20527.73,135,72,60,24419,17868,15934,Desktop,
20/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Centro-Oeste,Meta,41976,1603,5025.4,15684.05,347,264,143,48362,20128,12977,Desktop,New
13/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,,Google,104291,5716,4191.15,8375.2,854,241,108,24377,13969,4033,Desktop,New
14/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Sudeste,Facebook,103848,5248,1220.6,23030.09,1432,1079,542,48599,35476,11528,mobile,Returning
09/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Sul,Email,98715,4068,2226.08,75052.8,767,475,408,35844,2994,2178,desktop,Returning
11/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,,YouTube,21459,1166,3591.87,18004.4,139,106,44,30680,5057,2775,tablet,returning
11/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,,Meta,91130,1809,5291.43,28804.27,518,255,129,17568,8031,5563,,returning
25/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,sudeste,Meta,117652,1485,4843.23,28834.16,445,326,174,12445,498,285,Desktop,returning
18/02/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Centro-Oeste,Instagram,6932,269,5443.68,5743.75,43,16,25,1340,941,382,desktop,Returning
10/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Centro-Oeste,YouTube,94156,5694,,43487.71,1099,407,291,36427,31551,24277,desktop,new
09/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Nordeste,Google,49757,1184,6267.34,4341.83,323,206,95,7226,5305,1378,Mobile,New
08/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,Meta,15929,693,5159.6,5740.37,175,66,36,24831,13265,5424,tablet,Returning
21/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Google,82603,1547,511.97,14832.13,474,123,53,5773,4254,2272,desktop,
05/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Nordeste,YouTube,24781,271,5627.99,6691.14,64,50,29,12228,770,73,mobile,Returning
15/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Nordeste,YouTube,83672,2378,3742.12,37374.56,279,158,263,10968,2462,1268,tablet,New
12/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,,YouTube,74110,3759,4909.96,69752.94,1247,745,305,42787,9255,1709,tablet,
09/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,Sudeste,Google,7200,59,3634.46,315.24,15,5,0,24328,20877,3987,Desktop,returning
29/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Sudeste,Instagram,N/A,3109,4334.87,35947.31,370,271,370,35600,23984,5167,tablet,new
30/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,,Instagram,105776,6024,5470.72,192685.56,1699,835,518,47364,27886,1700,tablet,new
29/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Nordeste,Email,8327,447,340.67,20410.53,110,86,53,28230,9076,3805,Desktop,new
